"메인 키","분류명","공간명(한글)","공간명(영어)","개관년도","지역","우편번호","주소","상세주소","전화번호","홈페이지"
"439","전시시설","물파스페이스","","    ","종로구  ","110-170","서울시 종로구 인사동9길 27","가야빌딩 1층","02-739-1997~8","http://www.sangsangarthall.com/"
"440","공연장","뮤디스홀","MUDIZ HALL","2006","종로구  ","       ","서울시 종로구 동숭동 1-57","","02-742-3894","http://http://cafe.naver.com/mudizhall"
"441","공연장","미라클씨어터 1관","Miracle Theater 1","2005","종로구  ","       ","서울시 종로구 동숭동 1-145 대학빌딩","","02-742-7261~2","http://http://www.artpama.co.kr"
"442","공연장","미라클씨어터 2관","Miracle Theater 2","2006","종로구  ","       ","서울시 종로구 동숭동 1-145 대학빌딩","","02-742-7261~2","http://http://www.artpama.co.kr"
"443","공연연습실(대학로)","미라클씨어터1관","","    ","종로구  ","110-809","서울시 종로구 동숭길 55","대학빌딩 4층","02-742-7261",""
"444","공연장","미마지아트센터 눈빛극장","","2009","종로구  ","       ","서울시 종로구 명륜1가 36-13","","02-6404-5005","http://http://www.mimagi.com"
"445","공연장","미마지아트센터 물빛극장","","2003","종로구  ","       ","서울시 종로구 동숭동 1-133","","02-6404-5005",""
"446","공연연습실(대학로)","미마지아트센터 물빛극장","","    ","종로구  ","110-809","서울시 종로구 대학로8가길 129","B1","02-6404-5005","http://www.mimagi.com/xe/main"
"447","공연장","미마지아트센터 풀빛극장","","2009","종로구  ","       ","서울시 종로구 동숭동 1-133","","02-6404-5005","http://http://www.mimagi.com"
"448","공연연습실(대학로)","민속극장풍류","","    ","강남구  ","135-874","서울시 강남구 봉은사로 406","중요무형문화재전수회관","02-3011-2178,02-3011-2165","http://www.madangnori.co.kr"
"449","미술관","밀알미술관","","    ","강남구  ","135-230","서울시 강남구 일원로 90","","02-3412-0061","http://www.gwanakcullib.seoul.kr"
"450","공연연습실(대학로)","밀알학교세라믹팔레스홀","","    ","강남구  ","135-230","서울시 강남구 일원로 90","","02-3411-4668",""
"451","공연장","바다씨어터","Bada Theater","2008","종로구  ","       ","서울시 종로구 명륜4가 16-1","","02-742-0609",""
"452","공연연습실(대학로)","바로크챔버홀 ","","    ","서초구  ","137-867","서울시 서초구 남부순환로325길 9","DSI 빌딩","02-3473-2500","http://www.nungin.or.kr"
"453","공연장","바탕골소극장","","    ","종로구  ","       ","서울시 종로구 동숭동 1-60 5층","","1588-4446",""
"454","전시시설","박여숙화랑","","    ","강남구  ","135-955","서울시 강남구 압구정로 461","네이쳐포엠빌딩 3층","02-549-7575","http://www.happykd.or.kr"
"455","전시시설","박영덕화랑","","    ","강남구  ","135-954","서울시 강남구 압구정로 72길 12","갤러리빌딩 B2","02-544-8481~2","http://www.hwawon.org"
"456","복지관","반포종합사회복지관","","    ","서초구  ","137-907","서울시 서초구 신반포로 33길 22","","02-3477-9811","http://www.parkryusookgallery.co.kr"
"457","청소년수련관","방배유스센터","","    ","서초구  ","137-851","서울시 서초구 방배로 5길 11","","02-3487-6161","http://www.urbanart4u.com"
"458","복지관","방아골종합사회복지관","","    ","도봉구  ","132-833","서울시 도봉구 시루봉로 17길 43","","02-3491-0500","http://www.bangahgol.or.kr"
"459","복지관","방화11 종합사회복지관","","    ","강서구  ","157-775","서울시 강서구 개화동로 21길 4","","02-2661-0670~3",""
"460","복지관","방화2 종합사회복지관","","    ","강서구  ","157-782","서울시 강서구 방화대로48길 40","","02-2662-6661~4",""
"461","복지관","방화6 종합사회복지관","","    ","강서구  ","157-786","서울시 강서구 금낭화로23길 25","","02-2666-6181~3","http://www.artbaiksong.com"
"462","공연장","배고파 씨어터","","    ","종로구  ","       ","서울시 종로구 동숭동 128-16","","",""
"463","전시시설","백송화랑","","    ","종로구  ","110-300","서울시 종로구 인사동길 31-8","광능빌딩 1층","02-730-5824",""
"464","공연장","백암아트홀","Baekam Art Hall&nbsp;","2004","강남구  ","       ","서울시 강남구 삼성동 170-5","","02-559-1333","http://www.baekamhall.com/index.php"
"465","공연연습실(대학로)","백암아트홀","","    ","강남구  ","135-882","서울시 강남구 테헤란로113길 7","","02-559-1333","http://www.zeroonecenter.com"
"466","복지관","번동2단지 종합사회복지관","","    ","강북구  ","142-762","서울시 강북구 한천로105길 24","주공아파트 202동","02-987-5077~9","http://www.gallerychosun.com"
"467","복지관","번동3단지 종합사회복지관","","    ","강북구  ","142-763","서울시 강북구 오현길 210","번동주공아파트 302동","02-984-6777~8","http://www.jinsunart.com"
"468","도서관","법원도서관","","    ","서초구  ","137-750","서울시 서초구 서초대로 219","","02-3480-1584~5",""
"469","청소년수련관","보라매청소년수련관","","    ","동작구  ","156-849","서울시 동작구 여의대방로 20길 33","","02-834-7231~4","http://www.boramyc.or.kr"
"470","복지관","본동종합사회복지관","","    ","동작구  ","156-812","서울시 동작구 용봉길 61","","02-817-8052~3","http://www.bdswc.or.kr"
"471","전시시설","본화랑","","    ","종로구  ","110-200","서울시 종로구 삼청로2길 37-2","","02-732-2366~7","http://www.yegam.com/jump/kor/"
"472","복지관","봉천종합사회복지관","","    ","관악구  ","151-808","서울시 관악구 관악로 254","","02-870-4400","http://www.leehwaikgallery.com"
"473","공연연습실(대학로)","부암아트홀","","    ","종로구  ","110-817","서울시 종로구 자하문로 242","부암아트빌딩 5층","02-391-9631","http://www.buamart.co.kr"
"474","복지관","북부종합사회복지관","","    ","노원구  ","139-838","서울시 노원구 동일로 245길 56","","02-934-7711~5",""
"475","공연연습실(대학로)","북서울꿈의숲 아트센터","","    ","강북구  ","142-861","서울시 강북구 월계로 173","","02-2289-5401","http://www.suncontemporary.com"
"476","미술관","북촌미술관","","    ","종로구  ","110-260","서울시 종로구 북촌로7길 4","","02-741-2296","http://www.bukchonartmuseum.com"
"477","공연장","북촌아트홀","Bukchon Art Hall","2010","종로구  ","       ","서울시 종로구 원서동 157-1번지","","02-988-2258","http://www.bukchonarthall.co.kr"
"478","공연연습실(대학로)","불교전통문화예술공연장","","    ","종로구  ","110-170","서울시 종로구 우정국로 55","한국불교역사문화기념관 B2","02-2011-1997",""
"479","공연연습실(대학로)","브로드웨이아트홀 ","","    ","종로구  ","110-530","서울시 종로구 대학로 144","중원빌딩 6층","02-742-4224","http://broadarthall.co.kr/"
"480","공연장","브로드웨이아트홀 1관","Chang Jo Concert Hall 1","2007","종로구  ","       ","서울시 종로구 혜화동 185번지 중원빌딩 6층","","02-747-7001","http://www.changjo1.co.kr"
"481","공연장","브로드웨이아트홀 2관","Brodway Art Hall 2","2007","종로구  ","       ","서울시 종로구 혜화동 185번지 중원빌딩 6층","","02-747-7001",""
"482","공연연습실(대학로)","블랙박스씨어터","","    ","종로구  ","110-809","서울시 종로구 대학로10길 5","","02-744-8025",""
"483","공연장","블러섬랜드","blossomland","2007","마포구  ","       ","서울시 마포구 서교동 403-1 4층","","","http://www.kokdumuseum.com"
"484","공연장","블루스퀘어 삼성전자홀","BLUE SQUARE","2011","용산구  ","       ","서울시 용산구 한남동 727-56","","1544-1591","http://www.groundsyn.co.kr"
"485","공연장","블루스퀘어 삼성카드홀","BLUE SQUARE","2011","용산구  ","       ","서울시 용산구 한남동 727-56","","1544-1591",""
"486","공연연습실(대학로)","비보이 전용극장","","    ","마포구  ","121-739","서울시 마포구 와우산로 121","삼진제약 빌딩 B1","02-323-5233","http://www.sjbboys.com"
"487","전시시설","빛갤러리","","    ","종로구  ","110-200","서울시 종로구 북촌로5길 84","인곡빌딩 B1","02-720-2250","http://www.yegam.com/breakout/KOR/index.asp"
"488","공연장","빛과 소리아트홀","","    ","     ","       ","","","02-2637-0315",""
"489","공연장","쁘티첼씨어터 (구. 컬처스페이스 엔유)","","2010","종로구  ","       ","서울시 종로구 동숭동 1-144번지","","02-3415-6789","http://www.culturespacenu.com"
"490","공연장","사.춤전용관","Sa-Choom Theater","    ","종로구  ","       ","서울시 종로구 낙원동 284-6 낙원빌딩 5층 502호","","02-3676-7616,7617","http://www.lovedance.co.kr/main.php"
"491","복지관","사당종합사회복지관","","    ","동작구  ","156-821","서울시 동작구 사당로 14길 20","","02-597-3710~2","http://www.sadangwelfare.org"
"492","복지관","사랑의전화마포종합사회복지관","","    ","마포구  ","121-851","서울시 마포구 만리재로 29","","02-712-8600","http://www.laf.or.kr"
"493","공연연습실(대학로)","사랑하면 춤을춰라 전용관 (사춤전용관)","","    ","종로구  ","110-707","서울시 종로구 삼일대로 428","낙원빌딩 4층","02-3676-7616",""
"494","도서관","사립명성교회도서관","","    ","강동구  ","134-830","서울시 강동구 상암로 51길 8","","02-440-9140~4","http://www.gallerydam.com"
"495","미술관","사비나미술관","","    ","종로구  ","110-240","서울시 종로구 율곡로 49-4","","02-736-4371,02-736-4410","http://www.savinamuseum.com"
"496","공연장","산울림소극장","Sanwoollim Theatre&nbsp;","1985","마포구  ","       ","서울시 마포구 서교동 327-9","","02-334-5915,5925","http://www.sanwoollim.kr/files/index.php"
"497","공연연습실(대학로)","산울림소극장","","    ","마포구  ","121-836","서울시 마포구 와우산로 157","","02-334-5915,02-334-5925","http://www.sanwoollim.kr/"
"498","공연장","삼각산 문화예술회관","Samgaksan Culture & Art Center","2001","강북구  ","       ","서울시 강북구 가오길 82(수유6동 360-10) (우)142-882","","02-901-6324","http://samgaksan.gangbukcmc.seoul.kr"
"499","미술관","삼성미술관Leeum","","    ","용산구  ","140-893","서울시 용산구 이태원로 55길","","02-2014-6900~1","http://leeum.samsungfoundation.org"
"500","공연연습실(대학로)","삼성아트홀 ","","    ","강남구  ","135-847","서울시 강남구 영동대로 407","코니빌딩 지하1층","02-553-3428","http://gy5welfare.or.kr"
"501","박물관","삼성출판박물관","","    ","종로구  ","110-804","서울시 종로구 비봉길 2-2","","02-394-6544","http://www.ssmop.org"
"502","공연장","삼일로창고극장","Changgo Theatre","    ","중구   ","       ","서울시 중구 저동1가 1-20","","02-319-8020",""
"503","공연연습실(대학로)","삼일로창고극장","","    ","중구   ","100-031","서울시 중구 삼일대로9길 12","","02-319-8020",""
"504","복지관","삼전종합사회복지관","","    ","송파구  ","138-841","서울시 송파구 백제고분로 32길 35","","02-421-6077~8",""
"505","공연연습실(대학로)","삼청각","","    ","성북구  ","136-823","서울시 성북구 대사관로 3","","02-765-3700","http://www.gugak.go.kr"
"506","공연장","삼형제극장(대학로)",".","2009","종로구  ","       ","서울시 종로구 동숭동 199-33 2F","","02-6326-1333",""
"507","복지관","상계종합사회복지관","","    ","노원구  ","139-810","서울시 노원구 덕릉로 115나길 25","","02-951-9940","http://www.galleryjuyoung.co.kr"
"508","복지관","상도종합사회복지관","","    ","동작구  ","156-830","서울시 동작구 상도로 39가길 7","","02-824-6011~3","http://www.happysangdo.or.kr"
"509","공연연습실(대학로)","상명아트센터","","    ","종로구  ","110-743","서울시 종로구?홍지문2길 20?","상명대학교 상명아트센터 U B 204","02-2287-7186~7","http://www.smarts.or.kr"
"510","공연장","상명아트센터 계당홀","sangmyung art center","2009","종로구  ","       ","서울시 종로구 홍지동 7 상명아트센터 U B204","","02-2287-7186~7","http://www.smarts.or.kr"
"511","공연장","상명아트센터 콘서트홀","sangmyung art center","2009","종로구  ","       ","서울시 종로구 홍지동 7 상명아트센터 U B204","","02-2287-7186~7","http://www.smarts.or.kr"
"512","공연장","상명아트홀 1관","Sang Myung Art Hall 1","2004","종로구  ","       ","서울시 종로구 동숭동 1-38 상명대학교 동숭캠퍼스 예술?디자인 센터 (우) 110-510","","02-744-1394","http://and.smu.ac.kr"
"513","공연장","상명아트홀 2관","Sang Myung Art Hall 2","2004","종로구  ","       ","서울시 종로구 동숭동 1-38 상명대학교 동숭캠퍼스 예술?디자인 센터 (우) 110-510","","02-744-1394","http://and.smu.ac.kr"
